지구별,주차장명,주차대수,이용시간,날짜
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-008,여의도4주차장,5424,1677321,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-010,잠원1-6주차장,118150,9364783,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-002,난지123주차장,62742,3921963,Jun-21
PLT-004,이촌34주차장,38395,3181031,Jun-21
PLT-009,반포23주차장,87378,6176758,Jun-21
PLT-003,망원1주차장,12790,1042479,Jun-21
PLT-006,광나루12주차장,29201,2190760,Jun-21
PLT-005,뚝섬3주차장,15752,1344414,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
PLT-008,여의도1주차장,92711,10640696,Jun-21
PLT-009,반포1주차장,36741,2285985,Jun-21
PLT-005,뚝섬4주차장,23439,2107248,Jun-21
PLT-001,강서1주차장,7408,707438,Jun-21
PLT-003,망원23주차장,27013,2442108,Jun-21
PLT-005,뚝섬2주차장,31934,3398504,Jun-21
PLT-008,여의도2주차장,44445,5348214,Jun-21
PLT-008,여의도3주차장,40185,9846576,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-004,이촌1주차장,3725,196355,Jun-21
PLT-007,양화345주차장,36734,2867495,Jun-21
PLT-005,뚝섬1주차장,8647,766399,Jun-21
PLT-006,광나루3주차장,24753,1458678,Jun-21
PLT-007,양화1주차장,13461,1031430,Jun-21
PLT-011,잠실1234주차장,107297,7115483,Jun-21
PLT-008,여의도5주차장,8666,2744560,Jun-21
PLT-007,양화2주차장,2659,234924,Jun-21
PLT-004,이촌2주차장,11891,932300,Jun-21
